OOdist,OHOangle,E_hartree,E_kcalmol,E_kcalmol_scaled
4.6,169.5,-152.8779950813008,-95930.94191351626,-9.166523271696292
4.6,169.6,-152.87799670731707,-95930.94293384146,-9.167543596897403
4.6,169.7,-152.87799833333332,-95930.94395416667,-9.168563922098514
4.6,169.8,-152.87799995934958,-95930.94497449187,-9.169584247299625
4.6,169.9,-152.87800158536587,-95930.94599481708,-9.17060457251857
4.6,170.0,-152.87800321138212,-95930.94701514229,-9.171624897719681
4.6,170.1,-152.87800483739838,-95930.94803546749,-9.172645222920792
4.6,170.2,-152.8780063902439,-95930.94900987805,-9.173619633492223
4.6,170.3,-152.87800793495936,-95930.94997918699,-9.17458894243417
4.6,170.4,-152.8780094796748,-95930.95094849594,-9.175558251376117
4.6,170.5,-152.87801102439025,-95930.95191780488,-9.176527560318064
4.6,170.6,-152.8780125691057,-95930.95288711382,-9.177496869260011
4.6,170.7,-152.87801411382114,-95930.95385642277,-9.178466178201958
4.6,170.8,-152.87801565853658,-95930.95482573171,-9.179435487143905
4.6,170.9,-152.87801720325203,-95930.95579504065,-9.180404796085853
4.6,171.0,-152.87801874796747,-95930.95676434958,-9.1813741050278
4.6,171.1,-152.87802029268295,-95930.95773365855,-9.182343413987581
4.6,171.2,-152.8780218373984,-95930.95870296749,-9.183312722929529
4.6,171.3,-152.87802338211384,-95930.95967227644,-9.184282031871476
4.6,171.4,-152.8780248292683,-95930.96058036586,-9.185190121295292
4.6,171.5,-152.87802621138212,-95930.96144764229,-9.186057397718912
4.6,171.6,-152.87802759349594,-95930.96231491871,-9.186924674142531
4.6,171.7,-152.87802897560977,-95930.96318219513,-9.187791950566151
4.6,171.8,-152.8780303577236,-95930.96404947156,-9.18865922698977
4.6,171.9,-152.8780317398374,-95930.96491674798,-9.18952650341339
4.6,172.0,-152.87803312195123,-95930.9657840244,-9.19039377983701
4.6,172.1,-152.87803450406506,-95930.96665130083,-9.191261056260629
4.6,172.2,-152.87803588617885,-95930.96751857722,-9.192128332666414
4.6,172.3,-152.87803726829267,-95930.96838585366,-9.192995609090033
4.6,172.4,-152.8780386504065,-95930.96925313008,-9.193862885513653
4.6,172.5,-152.87804003252032,-95930.9701204065,-9.194730161937272
4.6,172.6,-152.87804133870966,-95930.97094004031,-9.195549795752456
4.6,172.7,-152.87804246774192,-95930.97164850806,-9.196258263493178
4.6,172.8,-152.87804359677418,-95930.97235697579,-9.1969667312339
4.6,172.9,-152.87804472580643,-95930.97306544354,-9.197675198974622
4.6,173.0,-152.87804585483872,-95930.97377391129,-9.198383666733179
4.6,173.1,-152.87804698387097,-95930.97448237904,-9.1990921344739
4.6,173.2,-152.87804811290323,-95930.97519084677,-9.199800602214623
4.6,173.3,-152.87804924193549,-95930.97589931452,-9.200509069955345
4.6,173.4,-152.87805037096774,-95930.97660778226,-9.201217537696067
4.6,173.5,-152.8780515,-95930.97731625,-9.201926005436789
4.6,173.6,-152.87805262903225,-95930.97802471774,-9.202634473177511
4.6,173.7,-152.8780537580645,-95930.97873318547,-9.203342940918233
4.6,173.8,-152.87805488709677,-95930.97944165322,-9.204051408658955
4.6,173.9,-152.8780559512195,-95930.98010939024,-9.204719145670595
4.6,174.0,-152.87805700813007,-95930.98077260162,-9.205382357057559
4.6,174.1,-152.87805806504065,-95930.98143581301,-9.206045568444523
4.6,174.2,-152.87805912195122,-95930.98209902439,-9.206708779831487
4.6,174.3,-152.8780601788618,-95930.98276223578,-9.207371991218452
4.6,174.4,-152.87806123577235,-95930.98342544715,-9.208035202587581
4.6,174.5,-152.87806229268293,-95930.98408865853,-9.208698413974545
4.6,174.6,-152.8780633495935,-95930.98475186992,-9.20936162536151
4.6,174.7,-152.87806440650408,-95930.9854150813,-9.210024836748474
4.6,174.8,-152.87806546341463,-95930.98607829268,-9.210688048117603
4.6,174.9,-152.8780665203252,-95930.98674150406,-9.211351259504568
4.6,175.0,-152.87806757723578,-95930.98740471546,-9.212014470891532
4.6,175.1,-152.87806853225808,-95930.98800399195,-9.21261374738556
4.6,175.2,-152.87806941935486,-95930.98856064517,-9.213170400611688
4.6,175.3,-152.87807030645163,-95930.9891172984,-9.213727053837815
4.6,175.4,-152.8780711935484,-95930.98967395163,-9.214283707063942
4.6,175.5,-152.87807208064518,-95930.99023060485,-9.214840360290069
4.6,175.6,-152.87807296774196,-95930.99078725808,-9.215397013516196
4.6,175.7,-152.87807385483873,-95930.9913439113,-9.215953666742323
4.6,175.8,-152.8780747419355,-95930.99190056454,-9.21651031996845
4.6,175.9,-152.87807562903228,-95930.99245721776,-9.217066973194576
4.6,176.0,-152.87807651612906,-95930.99301387099,-9.217623626420703
4.6,176.1,-152.87807740322583,-95930.99357052421,-9.21818027964683
4.6,176.2,-152.8780782903226,-95930.99412717743,-9.218736932872957
4.6,176.3,-152.87807912903227,-95930.99465346774,-9.219263223189031
4.6,176.4,-152.87807977419357,-95930.99505830646,-9.219668061900563
4.6,176.5,-152.87808041935486,-95930.99546314517,-9.220072900612095
4.6,176.6,-152.87808106451612,-95930.99586798387,-9.220477739305792
4.6,176.7,-152.87808170967742,-95930.99627282258,-9.220882578017324
4.6,176.8,-152.8780823548387,-95930.99667766129,-9.221287416728856
4.6,176.9,-152.878083,-95930.9970825,-9.221692255440388
4.6,177.0,-152.8780836451613,-95930.99748733871,-9.22209709415192
4.6,177.1,-152.8780842903226,-95930.99789217743,-9.222501932863452
4.6,177.2,-152.87808493548388,-95930.99829701614,-9.222906771574984
4.6,177.3,-152.87808558064515,-95930.99870185483,-9.22331161026868
4.6,177.4,-152.87808622580644,-95930.99910669355,-9.223716448980213
4.6,177.5,-152.87808687096773,-95930.99951153225,-9.224121287691744
4.6,177.6,-152.87808745528454,-95930.99987819105,-9.224487946488935
4.6,177.7,-152.87808802439025,-95931.00023530488,-9.224845060320916
4.6,177.8,-152.87808859349593,-95931.0005924187,-9.225202174135063
4.6,177.9,-152.8780891626016,-95931.0009495325,-9.22555928794921
4.6,178.0,-152.87808973170732,-95931.00130664634,-9.225916401781191
4.6,178.1,-152.878090300813,-95931.00166376015,-9.226273515595338
4.6,178.2,-152.8780908699187,-95931.00202087399,-9.22663062942732
4.6,178.3,-152.8780914390244,-95931.00237798781,-9.226987743241466
4.6,178.4,-152.8780920081301,-95931.00273510163,-9.227344857073447
4.6,178.5,-152.87809257723578,-95931.00309221545,-9.227701970887594
4.6,178.6,-152.87809314634146,-95931.00344932926,-9.22805908470174
4.6,178.7,-152.87809371544716,-95931.0038064431,-9.228416198533722
4.6,178.8,-152.87809418867926,-95931.00410339623,-9.228713151671286
4.6,178.9,-152.87809456603773,-95931.00434018868,-9.228949944114433
4.6,179.0,-152.87809494339623,-95931.00457698114,-9.229186736575414
4.6,179.1,-152.8780953207547,-95931.00481377359,-9.229423529018561
4.6,179.2,-152.8780956981132,-95931.00505056605,-9.229660321479543
4.6,179.3,-152.8780960754717,-95931.00528735848,-9.22989711392269
4.6,179.4,-152.8780964528302,-95931.00552415094,-9.23013390638367
4.6,179.5,-152.87809683018867,-95931.00576094339,-9.230370698826817
4.6,179.6,-152.87809720754717,-95931.00599773585,-9.230607491287799
4.6,179.7,-152.87809758490565,-95931.0062345283,-9.230844283730946
4.6,179.8,-152.87809796226415,-95931.00647132075,-9.231081076191927
4.6,179.9,-152.87809833962262,-95931.0067081132,-9.231317868635074
4.6,180.0,-152.87809871698113,-95931.00694490566,-9.231554661096055
4.7,90.0,-152.875436,-95929.33609000001,-7.5606997554428546
4.7,90.1,-152.875438,-95929.337345,-7.561954755439686
4.7,90.2,-152.8754400879121,-95929.33865516484,-7.563264920278598
4.7,90.3,-152.8754421758242,-95929.33996532968,-7.564575085117511
4.7,90.4,-152.87544426373626,-95929.3412754945,-7.565885249938589
4.7,90.5,-152.87544635164835,-95929.34258565934,-7.567195414777501
4.7,90.6,-152.87544843956044,-95929.34389582417,-7.568505579616414
4.7,90.7,-152.87545052747254,-95929.34520598901,-7.569815744455326
4.7,90.8,-152.87545261538463,-95929.34651615386,-7.5711259092942385
4.7,90.9,-152.87545470329673,-95929.3478263187,-7.572436074133151
4.7,91.0,-152.8754567912088,-95929.34913648352,-7.573746238954229
4.7,91.1,-152.87545897802198,-95929.3505087088,-7.575118464231565
4.7,91.2,-152.87546117582417,-95929.35188782966,-7.576497585105244
4.7,91.3,-152.8754633736264,-95929.35326695057,-7.577876705996758
4.7,91.4,-152.87546557142858,-95929.35464607143,-7.579255826870437
4.7,91.5,-152.87546776923077,-95929.3560251923,-7.580634947744116
4.7,91.6,-152.87546996703296,-95929.35740431318,-7.582014068617795
4.7,91.7,-152.87547216483517,-95929.35878343407,-7.583393189509309
4.7,91.8,-152.87547436263736,-95929.36016255495,-7.584772310382988
4.7,91.9,-152.87547656043955,-95929.36154167583,-7.586151431256667
4.7,92.0,-152.87547873913041,-95929.36290880434,-7.587518559773372
4.7,92.1,-152.87548091304348,-95929.36427293478,-7.588882690218668
4.7,92.2,-152.8754830869565,-95929.3656370652,-7.590246820646129
4.7,92.3,-152.87548526086957,-95929.36700119566,-7.591610951091425
4.7,92.4,-152.8754874347826,-95929.36836532608,-7.592975081518887
4.7,92.5,-152.87548960869566,-95929.36972945652,-7.594339211964183
4.7,92.6,-152.8754917826087,-95929.37109358696,-7.595703342391644
4.7,92.7,-152.87549395652172,-95929.37245771739,-7.597067472819106
4.7,92.8,-152.87549613043478,-95929.37382184782,-7.598431603264402
4.7,92.9,-152.8754983695652,-95929.37522690216,-7.599836657605579
4.7,93.0,-152.8755006521739,-95929.37665923913,-7.601268994567789
4.7,93.1,-152.87550293478262,-95929.37809157609,-7.60270133153
4.7,93.2,-152.8755052173913,-95929.37952391304,-7.604133668474375
4.7,93.3,-152.8755075,-95929.38095625,-7.605566005436586
4.7,93.4,-152.8755097826087,-95929.38238858696,-7.606998342398796
4.7,93.5,-152.87551206521738,-95929.3838209239,-7.608430679343172
4.7,93.6,-152.87551434782608,-95929.38525326087,-7.609863016305383
4.7,93.7,-152.8755166304348,-95929.38668559783,-7.611295353267593
4.7,93.8,-152.87551894623655,-95929.38813876343,-7.612748518875421
4.7,93.9,-152.87552131182795,-95929.38962317204,-7.614232927478426
4.7,94.0,-152.87552367741935,-95929.39110758064,-7.615717336081431
4.7,94.1,-152.87552604301075,-95929.39259198925,-7.6172017446844364
4.7,94.2,-152.87552840860215,-95929.39407639785,-7.618686153287442
4.7,94.3,-152.87553077419355,-95929.39556080646,-7.620170561890447
4.7,94.4,-152.87553313978495,-95929.39704521505,-7.621654970493452
4.7,94.5,-152.87553550537635,-95929.39852962366,-7.6231393790964574
4.7,94.6,-152.87553787096775,-95929.40001403226,-7.624623787699463
4.7,94.7,-152.87554023655915,-95929.40149844087,-7.626108196302468
4.7,94.8,-152.87554260215055,-95929.40298284947,-7.627592604905473
4.7,94.9,-152.87554496774194,-95929.40446725806,-7.6290770135084784
4.7,95.0,-152.87554733333334,-95929.40595166667,-7.630561422111484
4.7,95.1,-152.87554969892474,-95929.40743607527,-7.632045830714489
4.7,95.2,-152.87555206451614,-95929.40892048388,-7.633530239317494
4.7,95.3,-152.87555443010754,-95929.41040489248,-7.635014647920499
4.7,95.4,-152.8755567956989,-95929.41188930107,-7.63649905650567
4.7,95.5,-152.8755591612903,-95929.41337370967,-7.637983465108675
4.7,95.6,-152.8755615268817,-95929.41485811827,-7.639467873711681
4.7,95.7,-152.8755638924731,-95929.41634252688,-7.640952282314686
4.7,95.8,-152.8755662580645,-95929.41782693547,-7.642436690917691
4.7,95.9,-152.8755686236559,-95929.41931134409,-7.643921099520696
4.7,96.0,-152.8755709892473,-95929.42079575268,-7.645405508123702
4.7,96.1,-152.8755733548387,-95929.42228016129,-7.646889916726707
4.7,96.2,-152.8755757204301,-95929.42376456989,-7.648374325329712
4.7,96.3,-152.8755780860215,-95929.4252489785,-7.649858733932717
4.7,96.4,-152.8755804516129,-95929.4267333871,-7.651343142535723
4.7,96.5,-152.8755828172043,-95929.4282177957,-7.652827551138728
4.7,96.6,-152.87558527659576,-95929.42976106383,-7.654370819275584
4.7,96.7,-152.87558782978724,-95929.43136319148,-7.655972946928458
4.7,96.8,-152.87559038297871,-95929.43296531914,-7.657575074581331
4.7,96.9,-152.87559293617022,-95929.43456744682,-7.659177202252039
4.7,97.0,-152.8755954893617,-95929.43616957447,-7.660779329904912
4.7,97.1,-152.87559804255318,-95929.43777170211,-7.662381457557785
4.7,97.2,-152.8756005957447,-95929.4393738298,-7.663983585228493
4.7,97.3,-152.87560314893616,-95929.44097595745,-7.6655857128813665
4.7,97.4,-152.87560570212767,-95929.44257808512,-7.667187840552074
4.7,97.5,-152.87560825263157,-95929.4441785263,-7.668788281745194
4.7,97.6,-152.87561077894736,-95929.44576378947,-7.670373544907534
4.7,97.7,-152.87561330526316,-95929.44734905263,-7.671958808069874
4.7,97.8,-152.87561583157895,-95929.44893431579,-7.6735440712322145
4.7,97.9,-152.87561835789472,-95929.45051957894,-7.67512933437672
4.7,98.0,-152.87562088421052,-95929.4521048421,-7.6767145975390605
4.7,98.1,-152.87562341052632,-95929.45369010526,-7.678299860701401
4.7,98.2,-152.8756259368421,-95929.45527536843,-7.679885123863741
4.7,98.3,-152.87562846315788,-95929.45686063157,-7.681470387008247
4.7,98.4,-152.87563098947368,-95929.45844589474,-7.683055650170587
4.7,98.5,-152.87563351578947,-95929.4600311579,-7.684640913332927
4.7,98.6,-152.87563604210527,-95929.46161642106,-7.686226176495268
4.7,98.7,-152.87563856842104,-95929.46320168421,-7.687811439639773
4.7,98.8,-152.87564109473684,-95929.46478694737,-7.689396702802114
4.7,98.9,-152.87564362105263,-95929.46637221053,-7.690981965964454
4.7,99.0,-152.87564614736843,-95929.4679574737,-7.692567229126794
4.7,99.1,-152.8756486736842,-95929.46954273683,-7.6941524922713
4.7,99.2,-152.8756512,-95929.47112799999,-7.69573775543364
4.7,99.3,-152.8756537263158,-95929.47271326315,-7.697323018595981
4.7,99.4,-152.87565626041666,-95929.47430341145,-7.69891316689332
4.7,99.5,-152.87565886458333,-95929.47593752603,-7.700547281476986
4.7,99.6,-152.87566146875,-95929.47757164063,-7.702181396060652
4.7,99.7,-152.87566407291666,-95929.47920575521,-7.7038155106443185
4.7,99.8,-152.87566667708333,-95929.4808398698,-7.705449625227985
4.7,99.9,-152.87566928125,-95929.48247398438,-7.707083739811651
4.7,100.0,-152.87567188541666,-95929.48410809896,-7.708717854395317
4.7,100.1,-152.87567448958333,-95929.48574221354,-7.7103519689789835
4.7,100.2,-152.87567709375,-95929.48737632812,-7.71198608356265
4.7,100.3,-152.87567969791667,-95929.4890104427,-7.713620198146316
4.7,100.4,-152.87568235416666,-95929.49067723958,-7.715286995014878
4.7,100.5,-152.8756850625,-95929.49237671874,-7.716986474186172
4.7,100.6,-152.87568777083334,-95929.49407619792,-7.718685953357465
4.7,100.7,-152.87569047916665,-95929.49577567707,-7.720385432510923
4.7,100.8,-152.8756931875,-95929.49747515624,-7.722084911682217
4.7,100.9,-152.87569589583333,-95929.49917463542,-7.72378439085351
4.7,101.0,-152.87569860416667,-95929.50087411459,-7.725483870024803
4.7,101.1,-152.8757013125,-95929.50257359375,-7.727183349196096
4.7,101.2,-152.87570402083333,-95929.50427307292,-7.728882828349555
4.7,101.3,-152.87570672916667,-95929.50597255208,-7.730582307520848
4.7,101.4,-152.8757094375,-95929.50767203125,-7.732281786692141
4.7,101.5,-152.87571214583335,-95929.50937151043,-7.733981265863434
4.7,101.6,-152.87571485416666,-95929.51107098958,-7.735680745016893
4.7,101.7,-152.8757175625,-95929.51277046875,-7.737380224188186
4.7,101.8,-152.87572027083334,-95929.51446994793,-7.739079703359479
4.7,101.9,-152.87572297916665,-95929.51616942708,-7.740779182512938
4.7,102.0,-152.8757256875,-95929.51786890624,-7.742478661684231
4.7,102.1,-152.87572839583333,-95929.51956838541,-7.744178140855524
4.7,102.2,-152.87573110416668,-95929.52126786459,-7.745877620026818
4.7,102.3,-152.87573383505153,-95929.52298149484,-7.747591250275647
4.7,102.4,-152.8757366185567,-95929.52472814432,-7.749337899758899
4.7,102.5,-152.87573940206187,-95929.52647479382,-7.751084549259986
4.7,102.6,-152.87574218556702,-95929.52822144331,-7.7528311987432375
4.7,102.7,-152.87574496907217,-95929.52996809279,-7.754577848226489
4.7,102.8,-152.87574775257733,-95929.53171474228,-7.756324497709741
4.7,102.9,-152.87575053608248,-95929.53346139175,-7.758071147192993
4.7,103.0,-152.87575331958763,-95929.53520804124,-7.759817796676245
4.7,103.1,-152.87575610309278,-95929.53695469072,-7.761564446159497
4.7,103.2,-152.87575888659796,-95929.53870134022,-7.763311095660583
4.7,103.3,-152.87576165306123,-95929.54043729592,-7.765047051361407
4.7,103.4,-152.87576440816326,-95929.54216612245,-7.766775877885834
4.7,103.5,-152.87576716326532,-95929.54389494899,-7.768504704428096
4.7,103.6,-152.87576991836735,-95929.54562377551,-7.770233530952524
4.7,103.7,-152.87577267346938,-95929.54735260204,-7.771962357476951
4.7,103.8,-152.87577542857144,-95929.54908142859,-7.7736911840192136
4.7,103.9,-152.87577818367348,-95929.55081025511,-7.775420010543641
4.7,104.0,-152.8757809387755,-95929.55253908163,-7.777148837068069
4.7,104.1,-152.87578369387757,-95929.55426790817,-7.778877663610331
4.7,104.2,-152.8757864489796,-95929.55599673469,-7.780606490134758
4.7,104.3,-152.8757892857143,-95929.55777678572,-7.782386541155404
4.7,104.4,-152.87579214285714,-95929.55956964285,-7.784179398291187
4.7,104.5,-152.875795,-95929.56136250001,-7.785972255444804
4.7,104.6,-152.87579785714286,-95929.56315535714,-7.787765112580587
4.7,104.7,-152.8758007142857,-95929.56494821428,-7.78955796971637
4.7,104.8,-152.87580357142858,-95929.56674107144,-7.791350826869987
4.7,104.9,-152.87580642857142,-95929.56853392857,-7.79314368400577
4.7,105.0,-152.87580928571427,-95929.5703267857,-7.794936541141553
4.7,105.1,-152.87581214285714,-95929.57211964286,-7.79672939829517
4.7,105.2,-152.875815,-95929.5739125,-7.798522255430953
4.7,105.3,-152.87581795918365,-95929.57576938774,-7.800379143178091
4.7,105.4,-152.87582091836734,-95929.57762627551,-7.802236030943064
4.7,105.5,-152.875823877551,-95929.57948316325,-7.804092918690202
4.7,105.6,-152.8758268367347,-95929.58134005102,-7.805949806455175
4.7,105.7,-152.87582979591835,-95929.58319693877,-7.807806694202313
4.7,105.8,-152.87583275510204,-95929.58505382652,-7.8096635819672855
4.7,105.9,-152.8758357142857,-95929.58691071428,-7.811520469714424
4.7,106.0,-152.8758386734694,-95929.58876760204,-7.813377357479396
4.7,106.1,-152.87584163265305,-95929.59062448979,-7.815234245226534
4.7,106.2,-152.87584458585857,-95929.59247762625,-7.8170873816926445
4.7,106.3,-152.87584751515152,-95929.59431575758,-7.818925513016808
4.7,106.4,-152.87585044444444,-95929.59615388888,-7.8207636443231365
4.7,106.5,-152.87585337373739,-95929.59799202021,-7.8226017756473
4.7,106.6,-152.8758563030303,-95929.59983015152,-7.824439906953629
4.7,106.7,-152.87585923232325,-95929.60166828283,-7.826278038277792
4.7,106.8,-152.87586216161617,-95929.60350641415,-7.828116169584121
4.7,106.9,-152.8758650909091,-95929.60534454545,-7.829954300890449
4.7,107.0,-152.87586802020203,-95929.60718267677,-7.831792432214613
4.7,107.1,-152.87587094949495,-95929.60902080809,-7.833630563520941
4.7,107.2,-152.87587390000002,-95929.61087225,-7.835482005448213
4.7,107.3,-152.8758769,-95929.61275475001,-7.83736450544346
4.7,107.4,-152.8758799,-95929.61463725,-7.839247005438708
4.7,107.5,-152.8758829,-95929.61651975,-7.841129505433955
4.7,107.6,-152.87588590000001,-95929.61840225001,-7.8430120054470365
4.7,107.7,-152.8758889,-95929.62028475001,-7.844894505442284
4.7,107.8,-152.8758919,-95929.62216725,-7.846777005437531
4.7,107.9,-152.8758949,-95929.62404975,-7.848659505432778
4.7,108.0,-152.87589789999998,-95929.62593224998,-7.850542005428025
4.7,108.1,-152.8759009,-95929.62781475,-7.852424505441107
4.7,108.2,-152.8759039,-95929.62969725,-7.854307005436354
4.7,108.3,-152.8759069,-95929.63157975,-7.856189505431601
4.7,108.4,-152.87590989999998,-95929.63346224999,-7.858072005426848
4.7,108.5,-152.8759129,-95929.63534475,-7.85995450543993
4.7,108.6,-152.8759159,-95929.63722725,-7.861837005435177
4.7,108.7,-152.8759189,-95929.63910974999,-7.863719505430424
4.7,108.8,-152.8759219,-95929.64099225,-7.865602005443506
4.7,108.9,-152.8759249,-95929.64287475,-7.867484505438753
4.7,109.0,-152.8759279,-95929.64475724999,-7.869367005434
4.7,109.1,-152.87593090000001,-95929.64663975,-7.871249505447082
4.7,109.2,-152.87593393,-95929.648541075,-7.873150830439428
4.7,109.3,-152.87593703000002,-95929.65048632502,-7.875096080448785
4.7,109.4,-152.87594013,-95929.652431575,-7.877041330440306
4.7,109.5,-152.87594323000002,-95929.65437682501,-7.878986580449663
4.7,109.6,-152.87594633,-95929.65632207501,-7.880931830441185
4.7,109.7,-152.87594943000002,-95929.65826732501,-7.882877080450541
4.7,109.8,-152.87595253,-95929.660212575,-7.884822330442063
4.7,109.9,-152.87595563000002,-95929.66215782502,-7.886767580451419
4.7,110.0,-152.87595873,-95929.664103075,-7.888712830442941
4.7,110.1,-152.87596183000002,-95929.66604832502,-7.890658080452297
4.7,110.2,-152.87596495049505,-95929.66800643565,-7.892616191079398
4.7,110.3,-152.8759681188119,-95929.66999455447,-7.894604309903741
4.7,110.4,-152.87597128712872,-95929.67198267327,-7.89659242871025
4.7,110.5,-152.87597445544554,-95929.67397079208,-7.898580547516758
4.7,110.6,-152.87597762376237,-95929.67595891088,-7.900568666323267
4.7,110.7,-152.87598079207922,-95929.6779470297,-7.90255678514761
4.7,110.8,-152.87598396039604,-95929.67993514851,-7.904544903954118
4.7,110.9,-152.87598712871286,-95929.68192326733,-7.906533022760627
4.7,111.0,-152.8759902970297,-95929.68391138614,-7.908521141567135
4.7,111.1,-152.8759934653465,-95929.68589950494,-7.910509260373644
4.7,111.2,-152.87599662745097,-95929.68788372549,-7.912493480923999
4.7,111.3,-152.87599976470588,-95929.68985235294,-7.914462108378402
4.7,111.4,-152.87600290196076,-95929.69182098037,-7.91643073581497
4.7,111.5,-152.87600603921567,-95929.69378960783,-7.918399363269373
4.7,111.6,-152.87600917647057,-95929.69575823529,-7.920367990723776
4.7,111.7,-152.87601231372548,-95929.69772686274,-7.9223366181781785
4.7,111.8,-152.8760154509804,-95929.6996954902,-7.924305245632581
4.7,111.9,-152.8760185882353,-95929.70166411765,-7.926273873086984
4.7,112.0,-152.87602172549018,-95929.70363274509,-7.928242500523552
4.7,112.1,-152.87602486274508,-95929.70560137254,-7.930211127977955
4.7,112.2,-152.876028,-95929.70757,-7.932179755432358
4.7,112.3,-152.8760312352941,-95929.70960014705,-7.934209902490252
4.7,112.4,-152.87603447058822,-95929.71163029411,-7.936240049548147
4.7,112.5,-152.87603770588234,-95929.71366044116,-7.938270196606041
4.7,112.6,-152.87604094117646,-95929.71569058823,-7.940300343663935
4.7,112.7,-152.87604417647057,-95929.71772073528,-7.9423304907218295
4.7,112.8,-152.8760474117647,-95929.71975088234,-7.944360637779724
4.7,112.9,-152.8760506470588,-95929.7217810294,-7.946390784837618
4.7,113.0,-152.87605388235292,-95929.72381117646,-7.948420931895512
4.7,113.1,-152.87605711764706,-95929.72584132354,-7.950451078971241
4.7,113.2,-152.87606035294118,-95929.72787147059,-7.9524812260291355
4.7,113.3,-152.87606366666665,-95929.72995083332,-7.954560588762689
4.7,113.4,-152.876067,-95929.7320425,-7.9566522554419095
4.7,113.5,-152.87607033333333,-95929.73413416666,-7.958743922103295
4.7,113.6,-152.87607366666666,-95929.73622583333,-7.960835588764681
4.7,113.7,-152.87607699999998,-95929.73831749998,-7.962927255426067
4.7,113.8,-152.87608033333333,-95929.74040916667,-7.965018922105287
4.7,113.9,-152.87608366666666,-95929.74250083332,-7.967110588766673
4.7,114.0,-152.87608699999998,-95929.74459249999,-7.969202255428058
4.7,114.1,-152.87609033333334,-95929.74668416668,-7.971293922107279
4.7,114.2,-152.87609366666666,-95929.74877583333,-7.973385588768664
4.7,114.3,-152.8760969805825,-95929.75085531552,-7.975465070958521
4.7,114.4,-152.8761002815534,-95929.75292667476,-7.977536430191137
4.7,114.5,-152.87610358252425,-95929.75499803397,-7.979607789405918
4.7,114.6,-152.87610688349514,-95929.7570693932,-7.981679148638534
4.7,114.7,-152.876110184466,-95929.75914075242,-7.9837505078533155
4.7,114.8,-152.8761134854369,-95929.76121211165,-7.985821867085932
4.7,114.9,-152.87611678640775,-95929.76328347086,-7.987893226300713
4.7,115.0,-152.87612008737864,-95929.7653548301,-7.989964585533329
4.7,115.1,-152.8761233883495,-95929.76742618931,-7.99203594474811
4.7,115.2,-152.8761266893204,-95929.76949754854,-7.994107303980726
4.7,115.3,-152.87613000961537,-95929.77158103364,-7.996190789080302
4.7,115.4,-152.876133375,-95929.7736928125,-7.998302567934843
4.7,115.5,-152.8761367403846,-95929.77580459134,-8.00041434677155
4.7,115.6,-152.87614010576922,-95929.77791637019,-8.00252612562609
4.7,115.7,-152.87614347115382,-95929.78002814902,-8.004637904462797
4.7,115.8,-152.87614683653845,-95929.78213992788,-8.006749683317338
4.7,115.9,-152.87615020192305,-95929.78425170672,-8.008861462154044
4.7,116.0,-152.87615356730768,-95929.78636348557,-8.010973241008585
4.7,116.1,-152.8761569326923,-95929.78847526443,-8.013085019863126
4.7,116.2,-152.8761602980769,-95929.79058704326,-8.015196798699833
4.7,116.3,-152.87616366346154,-95929.79269882212,-8.017308577554374
4.7,116.4,-152.87616702884614,-95929.79481060096,-8.01942035639108
4.7,116.5,-152.87617039423077,-95929.79692237981,-8.021532135245621
4.7,116.6,-152.87617375961537,-95929.79903415864,-8.023643914082328
4.7,116.7,-152.876177125,-95929.8011459375,-8.025755692936869
4.7,116.8,-152.87618049038463,-95929.80325771635,-8.02786747179141
4.7,116.9,-152.87618385576923,-95929.8053694952,-8.029979250628116
4.7,117.0,-152.87618722115386,-95929.80748127404,-8.032091029482658
4.7,117.1,-152.87619058653846,-95929.80959305288,-8.034202808319364
4.7,117.2,-152.87619395192309,-95929.81170483174,-8.036314587173905
4.7,117.3,-152.8761973173077,-95929.8138166106,-8.038426366028446
4.7,117.4,-152.87620071428572,-95929.81594821428,-8.040557969724702
4.7,117.5,-152.87620414285715,-95929.81809964286,-8.042709398298342
4.7,117.6,-152.87620757142858,-95929.82025107143,-8.044860826871982
4.7,117.7,-152.876211,-95929.82240250001,-8.047012255445622
4.7,117.8,-152.87621442857144,-95929.82455392859,-8.049163684019263
4.7,117.9,-152.87621785714288,-95929.82670535716,-8.051315112592903
4.7,118.0,-152.8762212857143,-95929.82885678572,-8.053466541166543
4.7,118.1,-152.8762247142857,-95929.83100821429,-8.055617969722348
4.7,118.2,-152.87622814285714,-95929.83315964286,-8.057769398295989
4.7,118.3,-152.87623157142858,-95929.83531107144,-8.059920826869629
4.7,118.4,-152.876235,-95929.8374625,-8.062072255443269
4.7,118.5,-152.87623852380952,-95929.83967369047,-8.064283445911329
4.7,118.6,-152.87624204761906,-95929.84188488095,-8.066494636397223
4.7,118.7,-152.87624557142857,-95929.84409607142,-8.068705826865283
4.7,118.8,-152.8762490952381,-95929.84630726192,-8.070917017351178
4.7,118.9,-152.87625261904762,-95929.84851845237,-8.073128207819238
4.7,119.0,-152.87625614285716,-95929.85072964287,-8.075339398305132
4.7,119.1,-152.87625966666667,-95929.85294083334,-8.077550588773192
4.7,119.2,-152.87626319047618,-95929.8551520238,-8.079761779241252
4.7,119.3,-152.87626671428572,-95929.8573632143,-8.081972969727147
4.7,119.4,-152.87627023809523,-95929.85957440476,-8.084184160195207
